packageName,title,descriptionHtml,
com.vzrscada.vzrscadademo,VZRscada Demo,"Interested in monitoring, controlling, and reporting treatment plants, wells and pump stations across your entire city or town?Download the VZRscada application and enjoy unlimited access to our live VZRscada simulation. The VZRscada app will give you a very real sense of what you can expect should you choose a VZRscada solution. Share the demo with your boss, board, or team.Like what you see?  Then call 570-520-4600 to talk with a real person.",
com.weintek,cMT Viewer,"cMT Viewer connects to cMT Series machines including cMT-SVR, cMT3090 and cMT3151.cMT Viewer provides the a more intuitive operation interface and enables you to monitor all machines at the same same and quickly switch between machines.cMT Series breaks through the architecture of HMI hardware and software, we freed HMI from its traditional combination, and perfectly integrated HMI’s visual control into mobile devices with the powerful EasyBuilder project editor software. Not only do we inherit the advantage of traditional HMI and the motto of “Make Things Easy,” we also encourage infinite innovation in HMI technology and lead HMI into the cloud. FEATURE ● Multiple cMT Viewer Clients  A cMT can be operated by three mobile devices simultaneously, and by Account Management in EasyBuilder, user accounts and access privileges can be managed properly. ● One cMT Viewer Client, Multiple cMTsone cMT Viewer client can connect to operate up to 253 cMTs, and 3 of the connected cMTs can be set as hot projects for instant switch in operation. ● Break with Tradition Embrace the Trend Through the integration of mobile devices  and EasyBuilder, cMT Viewer, requiring no additional learning, break the public image of traditional HMI operation. By multi-touch-gesture-enabled Trend Display, Data Display, etc., you can immediately experience fluid and vivid visualization as well as the most intuitive HMI operation.cMT solution meets all your needs● Solution 1: Support multiple platformsThe cMT provides the most essential capabilities: communication driver support and data process that enable the cMT to easily connect to machines and access data. The visual interface of cMT – cMT Viewer can run on different platform devices including PC(Windows OS), Panel PC(Windows OS), cMT-iV5, iPad, or Android tablets(ARM or x86).● Solution 2: Wireless accessThe use of wireless tablets like iPad or Android tablets in industrial automation applications has been gradually spread out. Most iPad or Android tablets are equipped with fast processor speed and high resolution display that not only deliver great performance and visibility, but also enable operators remotely monitor operational status of machines anywhere on the plant floor.● Solution 3: Modbus communication gatewayModbus is the most widely used communication protocol in industrial automation applications and most SCADA system supports this protocol. With Modbus communication protocol, SCADA system can easily communicate with serial devices on the Internet.● Solution 4: Remote accessBecause of the growing labor cost in recent years, this leads the trend towards human resources cost reduction in industrial automation field. For example: Operators can remotely diagnose the operational status of machines without presenting on site.This application may be incompatible with non-ARM-based devices.",
com.weintek.colmetviewer,COL-MET Smart Connect Portal,"COL-MET Smart Connect Portal connects to cMT Series machines including cMT-SVR, cMT3090 and cMT3151.COL-MET Smart Connect Portal provides the a more intuitive operation interface and enables you to monitor all machines at the same same and quickly switch between machines.cMT Series breaks through the architecture of HMI hardware and software, we freed HMI from its traditional combination, and perfectly integrated HMI’s visual control into mobile devices with the powerful EasyBuilder project editor software. Not only do we inherit the advantage of traditional HMI and the motto of “Make Things Easy,” we also encourage infinite innovation in HMI technology and lead HMI into the cloud. FEATURE ● Multiple COL-MET Smart Connect Portal Clients  A cMT can be operated by three mobile devices simultaneously, and by Account Management in EasyBuilder, user accounts and access privileges can be managed properly. ● One COL-MET Smart Connect Portal, Multiple cMTsone COL-MET Smart Connect Portal client can connect to operate up to 253 cMTs, and 3 of the connected cMTs can be set as hot projects for instant switch in operation. ● Break with Tradition Embrace the Trend Through the integration of mobile devices  and EasyBuilder, COL-MET Smart Connect Portal requiring no additional learning, break the public image of traditional HMI operation. By multi-touch-gesture-enabled Trend Display, Data Display, etc., you can immediately experience fluid and vivid visualization as well as the most intuitive HMI operation.cMT solution meets all your needs● Solution 1: Support multiple platformsThe cMT provides the most essential capabilities: communication driver support and data process that enable the cMT to easily connect to machines and access data. The visual interface of cMT – COL-MET Smart Connect Portal can run on different platform devices including PC(Windows OS), Panel PC(Windows OS), cMT-iV5, iPad, or Android tablets(ARM or x86).● Solution 2: Wireless accessThe use of wireless tablets like iPad or Android tablets in industrial automation applications has been gradually spread out. Most iPad or Android tablets are equipped with fast processor speed and high resolution display that not only deliver great performance and visibility, but also enable operators remotely monitor operational status of machines anywhere on the plant floor.● Solution 3: Modbus communication gatewayModbus is the most widely used communication protocol in industrial automation applications and most SCADA system supports this protocol. With Modbus communication protocol, SCADA system can easily communicate with serial devices on the Internet.● Solution 4: Remote accessBecause of the growing labor cost in recent years, this leads the trend towards human resources cost reduction in industrial automation field. For example: Operators can remotely diagnose the operational status of machines without presenting on site.This application may be incompatible with non-ARM-based devices.",
com.welloptix.welloptix,Well Optix,Well Optix SCADA web access,
com.wemx.wemxplayer2,weMX 2018,"weMX is pronounced &quot;we max&quot;. weMX supports both HMI and SCADA. It is used for factory automation, smart factory, building automation, smart home, smart farm, household wall pad, medical device display, kiosk and so on. It also offers the following features not found in the competition.• Remote Access: weMX provides remote access in a variety of ways. It allows multiple clients to connect simultaneously and control the screen. You can also combine multiple screens into a single screen.• Push Notifications: weMX can send push notifications to smartphones when alarm and event occur.• Multi-touch gestures: weMX can switch screens, set security, and zoom in and out with gestures.• Customization: weMX allows users to add communication drivers, UI components, and daemon services.• Multi-platform: weMX supports Windows, Android, Linux, Raspberry Pi 3, etc.weMX® Tradmark by weMX Tech Co., LTD.",
com.wemx.wemxpush,weMX Push,"weMX Push is Push Notifications application for weMX which supports HMI + SCADA features. When an event or alarm occurs in devices, it can receive the push notifications and read the messages. You can also connect to the devices and remotely control and monitor them with weMX Android application.Please apply for a free trial license with the link below and evaluate weMX Push application.https://wemx-player.appspot.com/v2/push/evaluation",
com.wRMCSWSCADAPROJECT_5985085,RMC SW SCADA PROJECT,Rajkot Municipal Corporation SW SCADA PROJECT,
com.zdscada,zdSCADA,***For zdSCADA customers only***zdSCADA provides data collection and monitoring services for a wide variety of electronic devices in the oil and gas industry.This application builds on our completely web-based solution and brings it to a mobile platform.,
com.zeninfor.operator.CpsConnect,CPS Connect Pro,"CPS Connect Pro is a convenient but powerful toolbox for solving the problems of installation, diagnosis and maintenance of PV plants.*Able to connect to hardware such as FG4E, FG4C, WiFi gateway, GPRS gateway, FOMlink module.*By connecting the FOMlink module, you can initialize the CPS NO-LCD inverters, modify parameter settings, and upgrade firmware.*When installing the FG series gateway, you can choose different communication ways to access the Internet; configure the gateway to send data directly to the 3rd party server.*When installing FG series gateways, you can scan the Modbus bus and perform required configuration and maintenance.*When installing FG and various types of gateways, the process of activating and creating a PV plant becomes simpler; even when encountering field problems, the configuration process and diagnostic data can be sent directly to the cloud.Timely access to technical services.*Operation and maintenance users with accounts can directly view data and alarms through mobile phones; according to different permissions, they can remotely control power plants.",
com.zeninfor.operator.hesConnect,HES Connect,"HES Connect is a convenient but powerful toolbox for solving the problems of installation, diagnosis and maintenance of PV plants.*Able to connect to hardware such as FG4E, FG4C, WiFi gateway, GPRS gateway, FOMlink module.*By connecting the FOMlink module, you can initialize the CPS NO-LCD inverters, modify parameter settings, and upgrade firmware.*When installing the FG series gateway, you can choose different communication ways to access the Internet; configure the gateway to send data directly to the 3rd party server.*When installing FG series gateways, you can scan the Modbus bus and perform required configuration and maintenance.*When installing FG and various types of gateways, the process of activating and creating a PV plant becomes simpler; even when encountering field problems, the configuration process and diagnostic data can be sent directly to the cloud.Timely access to technical services.*Operation and maintenance users with accounts can directly view data and alarms through mobile phones; according to different permissions, they can remotely control power plants.",
com.zoomlogger.modbusbridge,Modbus Bridge,"Modbus Bridge is an application for test and simulate the Modbus protocol for Modbus slave devices on android devices. This application supports both TCP/IP and Serial Port (via FTDI) connection.Support functions:01- Read Coils02- Read Discrete Inputs03- Read Holding Registers04- Read Input Registers05- Write Single Coil06- Write Single Register15- Write Multiple Coils16- Write Multiple Registers*currently only 03 and 06 functions are enabled. In later versions, all functions will be enabled",
cz.comap.websupervisor4,WebSupervisor4,"With WebSupervisor monitor and manage your devices from anywhere.  WebSupervisor is cloud based monitoring and control application not only for ComAp controllers. With using al communication gateway, it is possible to monitor also 3rd party devices communicating via Modbus.  Key features of application: - Units overview with unit status sorting and filtering option - Unit and sites location on the map- Dashboard - Single unit control - Geotracking (WSV Pro account needed) - Geofencing - Alarmlist with possibility to reset alarms - Branding (WSV Pro account needed) - Push notifications - Easy access to web application  Simply download the app and use your credentials from we application to enjoy access to your equipment.Visit https://www.websupervsior.net for more details about WebSupervisor",
cz.energocentrum.mervis,Mervis,"Mervis SCADA client that allows efficient access to all your projects, datapoints and alarms.",
cz.netio.netio,NETIO Mobile 2,App to configuration and control of NETIO Devices.This first version support only NFC pre-config,
de.abare.chargecontrol.beta,Charge CONTROL - EV charging station control BETA,"THIS IS A BETA VERSIONThe App allows you to monitor and control your EV (electric vehicle) charging station (wallbox). Compatible with all charging stations using the Phoenix Contact EV charge controller (e.g. the EM-CP-PP-ETH or EV-CC-AC1-M3-CBC-RCM-ETH).The App connects directly via your local LAN to the controller and reads the real time data. Totally cloud free! Your charging station must be connected via Ethernet to your local network (LAN). The App must be in the same network in order to access the charging station, e.g. on the WiFi of your local Network. The App uses ModBus via the Ethernet LAN connection to talk to your charging station. Please note: You must have an energy meter connected to your charging station to allow the App to read out those values (e.g. voltage, current, power, energy etc.). Please see the instructions in the App for more details.Please also note: to allow the App to enable/disable the charging, you need to set a switch on the controller to allow write operations via modbus. Please see the instructions in the App how to do this. Enjoy :-)PLEASE NOTE THIS IS A BETA VERSION. If something doesn&#39;t work as expected please contact us via email. Also, any feedback is welcome. Happy testing.Please also note that the final version will not be free.Some Icons made by <a title=""monkik"">monkik</a> from <a href=""https://www.google.com/url?q=https%3A%2F%2Fwww.flaticon.com%2F&amp;sa=D&amp;sntz=1&amp;usg=AFQjCNHTLDglfXb2ZmArrkjkYgewCxow3g"" title=""Flaticon"">www.flaticon.com</a>",
de.abare.solarmon.try,SolarMON - Real Time Monitoring for SolarEdge FREE,"SolarMON allows Real-Time monitoring of your SolarEdge PV solar system and can be used alongside with the SolarEdge monitoring portal or App.==== NOTE: to use SolarMON you must enable &quot;MODBUS over TCP&quot; on your inverter. Please read the details below! ====This is the free-try version. You can tryout SolarMON with your PV system for 20 days after installation without any limitation. After that an information screen is shown every now and then. If you like SolarMON you can buy the PRO version which has no limitations. Features=======In contrast to the SolarEdge monitoring SolarMON connects directly via your local LAN to the Inverter and reads the real time data directly from it, totally cloud free! This gives you a couple of advantages:1)  No delay! The data is Real-Time. SolarMON supports updates down to every second, giving you exact inside what your Solar System is producing this very moment.2)  It works even when your Internet is down or you do not have internet connection available at your installation side.3)  No dependency on a cloud servers. You do not share data with anybody and no cloud server that can be down letting you without a clue how much your Solar System is producing. This is especially important for users who have inverters without a display.4)  SolarMON shows you a lot of data that is not available in the SolarEdge monitoring, e.g. simple PV excess production view, temperature of your inverter, state of health of your battery, per-inverter view etc. Check out the screenshots.Setup=====SolarMON supports up to three inverters and one high-voltage battery connected directly to one of the SolarEdge inverters.SolarMON can be used if1)  at least one of your inverters is connected to your local network (LAN) 2)  and has MODBUS over TCP option enabled (unfortunately its disabled by default)3)  and your inverter is SetApp configured or for LCD configured inverters has at least Firmware version 3.x or newerYour smartphone must be on the same local network in order to access your inverter, e.g. on the WiFi of your local network.For more details on setting up SolarMON please see the detailed &quot;Setup Instructions&quot; in the App under the main menu or here http://www.abare.de/docs/SolarMON-SetupInstructions.pdf(*) SolarEdge, SOLAREDGE are trademarks or registered trademarks of SolarEdge Technologies, Inc.",
de.AlexanderMaier.EisBaer3,EisBaer SCADA 3.0,"EisBaer SCADA ist eine Smarthome Visualisierung für alle Gebäudetypen. Zusätzlichbietet EisBär SCADA eine große Auswahl industrieller Schnittstellen.Anwendungsbereiche: Beleuchtung, Beschattung, Heizung, Klima, Lüftung und SicherheitIntegration und ganzheitliche Steuerung.Reduzierung von Investitions- und Betriebskosten der Gebäude und Systeme, Flexibilität inNutzung und Umnutzung, Komfort, Sicherheit und Optimierungen des laufenden Betriebs.",
de.alexandermaier.eisbaerappserver,EisBaer,"EisBaer ist eine Smarthome Visualisierung für alle Gebäudetypen. Zusätzlichbietet EisBär SCADA eine große Auswahl industrieller Schnittstellen.Anwendungsbereiche: Beleuchtung, Beschattung, Heizung, Klima, Lüftung und SicherheitIntegration und ganzheitliche Steuerung.Reduzierung von Investitions- und Betriebskosten der Gebäude und Systeme, Flexibilität inNutzung und Umnutzung, Komfort, Sicherheit und Optimierungen des laufenden Betriebs.",
de.dehn.apps.recordAlert,DEHNrecord Alert,"DEHNrecord Alert sends status reports on surge protective devices (SPDs) via Modbus TCP/RTU to an evaluation system. It enables transmission to devices like notebooks, tablets, smartphones and PCs or to the system control room. With an app, the start-up of DEHNrecord Alert is quick and easy. The app relays device information, e.g. part number, type designation and replacement modules, to DEHNrecord Alert. Sending this data to the user’s device facilitates the efficient, cost-effective co-ordination and conduct of service and maintenance work.",
de.flowchief.scadaApp,scadaApp,"FlowChief scadaApp ermöglicht Ihnen einen einfachen und zuverlässigen Zugriff mit mobilen Bediengeräten auf Ihr FlowChief Portal, Prozessleitsystem, SCADA oder web.HMI. Die App beinhaltet eine Demo-Applikation und kann somit einfach getestet werden. scadaApp verbindet sich als Webclient auf Ihre Anlagen - eine Netzwerkverbindung ist deshalb obligatorisch. Die Verbindung kann innerhalb Ihres LANs oder optional auch über das WAN hergestellt werden. Die Kommunikation läuft dabei sicher und verschlüsselt via https (SSL). scadaApp bietet folgende Funktionen:* Einfache Anmeldung und intuitive Navigation zwischen den Funktionen* Die App agiert als Web-Client und bietet den vollen FlowChief Funktionsumfang* Responsive Design - auf Smartphone und Tablet angepasstes User Interface * Benutzer- und Zugriffsverwaltung (u.a. Rechte auf sehen, lesen und schreiben für Prozessvariablen)* Visualisierung  inkl. Navigation via Bildmenü* Anlagenexplorer zur übersichtlichen Auswahl von Prozessvariablen* Favoritenlisten zur freien Zusammenstellung beliebiger Prozessvariablen* Prozesssteuerung (bei entsprechender Berechtigung)* Meldearchiv zur Visualisierung aktueller und historischer Ereignisse* Schreiberfunktion (Online-Trending) des aktuellen Prozesszustandes* Kurvenfunktion (Trend) zur Analyse historischer Prozessdaten* Eingabe und Pflege von Handwerten und Labordaten (On- und Offline)* Anlegen von Lauflisten zur Handwerteingabe* Dashboard als frei konfigurierbares AnalysetoolSYSTEMVORAUSSETZUNG - CLIENT:Android Version &gt;= 5.0.0SYSTEMVORAUSSETZUNG - SERVER: - FlowChief SCADA/Prozessleitsystem 6.0.3- Lizenz für Modul FC_scadaApp vorhanden - Anfrage bei Ihrem Hersteller, Ihrem Systemintegrator oder direkt bei FlowChief (info@flowchief.de) NUTZUNGSBEDINGUNGEN: Durch das Herunterladen dieser Anwendung stimmen Sie unserer unten angegeben Lizenzvereinbarung zu.",
de.hst.alarmapp,"HST Alarm-App
1.0.0","Die Alarm APP dient zum Empfang kritischer Alarme aus den Prozessleitsystemen SCADA.web und SCADA V10 der HST Systemtechnik GmbH. Die App bietet dem Bereitschaftsdienst eine zuverlässige, sichere und insbesondere bedienerfreundliche Lösung für die tägliche Arbeit in der Rufbereitschaft.Die Alarm APP signalisiert den Eingang eines neuen Alarms über einen Signalton, so dass kritische Alarme auch sicher wahrgenommen werden. Das Design der Alarm APP wurde bewusst puristisch gestaltet, da der Alarm selbst im Vordergrund steht und der Anwender sich nicht mit der Bedienung der APP beschäftigen muss. Die Bedienung der Alarm APP ist intuitiv und selbst erklärend. Die Alarm APP bietet jederzeit einen Überblick über den Status aller eingegangenen Alarme. Das Quittieren eines eingetroffenen Alarms erfolgt durch einfaches Antippen des Alarms. Durchgeführte Quittierungen können direkt über die Alarm APP betrachtet werden.Neben der Kernfunktion der Fernalarmierung kritischer Störungen bietet die Alarm APP auch eine Funktion zum direkten Versenden von Nachrichten aus dem SCADA-System an. So können Sie den Bereitschaftsdienst über eine direkte Nachricht informieren, dass zum Beispiel bei der Überprüfung einer Anlage noch der Zustand der Pumpe zu prüfen ist.In Abhängigkeit von der eingesetzten Geräteplattform kann über eine Einstellung in der Alarm APP der Lautlos-Modus des Smartphones überschrieben werden. Mit Hilfe dieser Einstellung wird beim Eintreffen eines neuen Alarms immer ein Signalton ausgegeben – auch wenn das Smartphone auf lautlos gestellt ist.Die Alarm APP steht für die Prozessleitsysteme SCADA.web und für SCADA V10 ab der Version 10.6 zur Verfügung.",
de.indisystems.qhmiviewer_falcon,QuickHMI Viewer (Falcon),"QuickHMI Falcon ist die neueste Generation der SCADA/HMI-System-Visualisierung! Ihre am Desktop im Editor erstellten Maschinen- und Anlagenprojekte sowie Projekte der Hausautomatisierung lassen sich mit dieser App ganz einfach anzeigen. Nutzen Sie dieses innovative Tool, um auch von unterwegs Ihre Anlagen zu kontrollieren und zu steuern. Funktioniert nur in Verbindung mit der kompletten QuickHMI Software!",
de.indisystems.quickhmiviewer,QuickHMI Viewer Gazelle,"QuickHMI Gazelle ist die neueste Generation der SCADA/HMI-System-Visualisierung! Ihre am Desktop im Editor erstellten Maschinen- und Anlagenprojekte sowie Projekte der Hausautomatisierung lassen sich mit dieser App ganz einfach anzeigen. Nutzen Sie dieses innovative Tool, um auch von unterwegs Ihre Anlagen zu kontrollieren und zu steuern. Funktioniert nur in Verbindung mit der kompletten QuickHMI Software!",
desatingenieria.modscada,Poll Modbus,"View the data of your devices in our android application.Through a WiFi connection you can establish a Modbus TCP communication knowing the IP of the device, for example a PLC.It has been implemented: the function 0x03 (reading of multiple registers) and the function 0x01 (reading of multiple coils). One or both can be used simultaneously.The addresses that can be used are 4xxx, 4xxxx, 4xxxxx for registers and 0x for coils. You can also use the syntax IEC61131 and set the addresses as% MWx for the registers and% Mx for the coils.Clicking on the element inside the table accesses the writing, using the functions 0x10 (writing multiple registers) and 0x06 (writing a single register).For the writing of the coils, the functions 0x0F (writing of multiple coils) and the function 0x05 (writing of a single coil) are used.You can view and write data in decimal, binary and hexadecimal.",
de.schraml.aqasys10,AQASYS 10 SCADA - Leitsystem,"Sie wollen Ihre Anlage mobil und komfortabel überwachen? Bedienen, steuern und analysieren Sie im vollen Funktionsumfang des AQASYS Leitsystems Ihre Stationen und Anlagen auf Ihrem mobilen Gerät – per Dashboards, Prozessbilder, Ganglinien, Berichte, Wartung und Fernalarmierung. Nutzen Sie die gleiche Menüstruktur und Icons wie am Desktop und mit dem Webclient. Die Benutzer- und Rechteverwaltung wird automatisch über alle Bedienebenen hinweg synchronisiert.App-Funktionen:* Sichere und einfache Anmeldung über AQASYS Benutzerkonten für den schnellen Zugriff auf Ihre Anlagenüberwachung und -steuerung * Verwaltung mehrerer Anlagen in einer App inkl. einfachem Zugriffswechsel zwischen den Anlagen, z.B. auf Kanalnetz und Kläranlage oder als Versorgungsverband auf mehrere Anlagen unterschiedlicher Gemeinden* Für die extra Login-Sicherheit ist dies auch über 2-Faktor-Authentifizierung möglich* App-Verbindung zum Leitsystem-Server per Internet oder Netzwerkverbindung. Nutzung im LAN oder WAN möglich. * Sehr einfache und optimierte Bedienung für mobile Endgeräte (Responsive Design):    - Favoritenliste    - Kürzlich besuchte Seiten    - Dashboard: Legen Sie sich übersichtliche Dashboards auch speziell für die Anwendung in der App, d.h. für kleine Bildschirmgrößen an * Vom schnellen Anlagencheck in der Bereitschaft bis zur vollumfänglichen Anlagensteuerung (bei Berechtigung) und Analyse – easy via App* Durchgängiges Bedienen und Beobachten der Anlage und Stationen in den hochauflösenden Prozessbildern (voll skalierbare SVG-Vektorgrafiken; Visualisierung über die identischen Prozessbilder wie am PC und im Webclient)* Störmeldearchiv mit Anzeige aller oder nur noch anstehender Meldungen* Meldungsquittierung direkt in der App* Komfortable Übersicht und Bearbeitung von Rufnummern* Ganglinien-Grafiken mit frei wählbarem Zeitraum und Zeitvergleich (inkl. Delta-Auswertung) sowie Daten-Export* Sehen Sie sich eingebettete Webcam-Aufnahmen und -Bildarchive an – für die optimale visuelle Prozess-Analyse* Prüfen und exportieren Sie Ihre Berichte (Tages-, Wochen-, Monats-, Jahresberichte inklusive Sonderberichte wie RÜB Ereignisprotokollierung) auch in der App* Manuelle Handeingabe von Werten und Labordaten* Umfangreiches Wartungsmanagement direkt in der App: Greifen Sie auf Wartungsdokumente und Maschinendatenblätter zu, protokollieren Sie Wartungsarbeiten und setzen Sie Laufzeiten und WartungstermineSYSTEMVORAUSSETZUNG - CLIENT:* Android Version: 8+* AQASYS: Version 10, ab Release 10.1.2.23SYSTEMVORAUSSETZUNG - SERVER:* AQASYS SCADA Prozessleitsystem ab Version 10.1.2.23* Lizenz für Modul AQASYS Webclient/App* Anfrage bei Ihrem Systemintegrator oder direkt bei SCHRAML (info@schraml.de) NUTZUNGSBEDINGUNGEN: Die Nutzung dieser Anwendung unterliegt den Allgemeinen Geschäftsbedingungen der SCHRAML GmbH https://www.schraml.de/index.php/schraml-agb/ sowie den Datenschutzrichtlinien von SCHRAML https://www.schraml.de/index.php/datenschutzerklaerung-stand-mai-2018/",
de.thermokon.novosapp,Thermokon NOVOSapp,NOVOSapp for individual configurationVia NOVOSapp it is possible to extend the range of use and to adapt the configuration individually to application requirements. A Bluetooth® dongle is required for configuration via the  NOVOSapp (sold separately).- Communication via Bluetooth® Low-Energy-Module (BLE) of your mobile device- Individual configuration of output signals- Setting of different measuring ranges- Additional adjustment of offset values- Parameterization of Live-Zero-Signal (1..10 V etc.)- Setting options for display indications- Customized parameterization of traffic-light function (TLF)- Modbus address offset (extension)- Adjustment of maintenance intervals,
dk.schneiderelectric.igssmobile,IGSS Mobile,"The IGSS Mobile App enables an operator to connect to one or more IGSS SCADA plants. The operator can then gain an overview of any active alarms, acknowledge alarms, subscribe to alarm filters, display trend curves (IGSS V13), send commands and set values for IGSS objects to control the plant.For any support, please contact Schneider Electric.",
featurea.scada.android,L-Control Smart Client,"This application is a mobile client for a simple and fast L-Control SCADA. Install the SCADA system on the PC, download the L-Control Smart Client. Create projects according to the instructions and manage your automation object from a mobile device - phone or tablet. To create mnemonic diagrams and tag configuration, you need to download and install on the L-Control SCADA.",
gasdetector.configurationtool.carel,Rileva TE,"RILEVA TE, the app for interacting with the new CAREL GLD Small series Gas Detector, equipped with Bluetooth technology.RILEVA considerably simplifies configuration and maintenance, as well as interfacing to the latest CAREL Gas Detector models. The use of a smartphone instead of a PC and/or serial converter makes daily functional checks more user-friendly and easy to perform.Furthermore, RILEVA TE makes testing and calibration faster and effortless, with the focus on saving time.Features include:• Configuration (rename device, define alarm thresholds, change Modbus settings, configure relay behaviour and manage analogue output settings.)• Maintenance (test LED/buzzer operation, relays and analogue output level.)• Calibration (view sensor type, serial number and “Calibration Due” timer and initiate zero/span calibrations with customisable field calibration certificate.)• Intuitive interface (view current gas measurement and acknowledge alarm/fault status.).",
gmobile.ekgis.hawacom.scada,HAWACOM.SCADA,HAWACOM.SCADA - Cung cấp thông tin quan trắc chỉ số nước,
graphtoweb.GoAlarmM,Smart Home Security Solution with automation.,"The application AlamMDevice is an agnostic software which combines input and output device on the network into an automation system. The software is running on android Smartphone and supports all versions from API 2.3 Gingerbread. It does not require a SIM card to be installed in the phone. With a SIM card additional feature are available such as automatic text and phone call, switch ON/OFF the alarm remotely (text and phone call are not available on Play Store since Google refuse it, more info on my website).It will detect automatically ONVIF device such as camera on the local network. It has support for modern Ethernet IO board manufacturer through Restful communication and will configure automatically Modbus TCP devices.  Then it can easily add the GSM capability (phone and text) in order to create an autonomous alarm coupled with phone internal sensor. Any device connected to the AlarmM application can trigger output to another device of different brand and on different network.All the input and output of devices are gathered onto a simple HMI pages. For example a button “PANIC” could be configured to send a text message when it is pressed, or it can be used as a baby alarm with sound detection. The status and profiles (green, yellow or red and blue) of all alarm can be quickly monitored on a single interface. Each alarm is independently setup. Four categories menu are used to program individually the behavior of an alarm:1. Messaging Profile (green color).This setup defines the kind of message that the alarm will send. The current possibilities are logging, vibrate, ringtone, snapshot, live view, email and text messages.2. Media Profile (yellow color).This setup defines recipient format, color, sound and image used to send a message.3. Moment Profile (red color).This setup defines when the alarm is turn on and off. The android native calendar used for this purpose. The alarm is able to react on the motion detection of some IP camera. It supports the ONVIF cameras.4. Movement Profile (blue color)Activate automatically an analogue or digital output of an IO board. It can be a light or a siren for example.Product features:✅	Read Input and write output to IO board.✅	Automatic detection and configuration of ONVIF cameras.✅	Automatic settings of Modbus TCP devices.✅	Support modern Ethernet IO Modules.✅	Automatic sending of SMS, Email, phone call when an alarm is triggered.✅	Loggings are written inside the native Messaging application.✅	Take picture from IP camera (see compatible device) and from phone device.✅	Send email with attached photo (need a POP account such as Gmail).✅	Send SMS or call to a designed a contact from the native Contact application.✅	Alarm activation can synchronize with Event of the native Calendar application.✅	Administrator of the Alarm may be chosen from the native Contact application.✅	Each alarm can have a different recipient chosen from the native Contact application.✅	Acquired pictures are store inside the native Gallery application.",
in.rubiconsystems.smarterconnect,Smarter Connect,"Smarter Connect is System which connects to any modbus or RS485 connectivity industry devices and shows data in various dashboards on desktops and android devices.Any industry which has at least one modbus device.Various Parameters can be monitored using Smarter connect. Examples are : Temperature, Pressure, Humidity, pH, TDS (Conductivity), energy parameters like voltage, current, PF, kW, kWH.Benefits of Smarter Connect : Handy Monitoring of industry parameters  daily, weekly, monthly analysis of data from anywhereSmarter connect available on any device having android O.S.or Windows O.S. or device having web browser.",
in.simplexcontrol,SimplexControl,"Simplex Control Equipment Co. established in the year 1994 has been promoted by well-qualified and experienced engineering professionals with years of experience in the field of ELECTRICAL CONTROL &amp; PROTECTION PLC BASED AUTOMATION SCADA &amp; DRIVE SYSTEMS ENERGY MANAGEMENT &amp; POWER QUALITYfor Industries &amp; utilities.Simplex strictly adhere to certain basic business principles which form an important part of our core values. These include providing maximum customer satisfaction, engaging constantly in innovations and change, following the most ethical business practices with integrity and ultimately rendering the highest quality performance. Our values are reflected in all our actions as we always lead by example, pay due respect to the rights and integrity of every individual and honor our commitments.",
io.aquasight.apollo,Aquasight Apollo,"About Aquasight:• Aquasight’s mission is to empower the hard-working utility workforce with technology and AI to effectively manage w/ww systems.• The app requires no hardware and software installation. The ready-to-use suite of AI apps with 100+ out-of-the-box capabilities helps drive O&amp;M efficiency, provide asset intelligence, help with blind-spot detection, and preserves valuable knowledge before it is lost through retirements.• Our apps cover the entire life cycle of water from pumping to distribution to collection and treatment. Aquasight was able to demonstrate its robust technology and dozens of utilities are on various Aquasight’s apps.• Aquasight not only provides augmented intelligence for the utility staff to drive optimal performance but also built into the app is SAMI an autonomous monitoring 24x7 reliable digital assistant, notifying whenever inefficient conditions arise or when the system operates outside the guard rails. About Apollo:Apollo is an intelligent AI-based system that combines SCADA and lab data to provide system performance, insights, and advice in real-time. It is accessible from anywhere and does not require VPN’s or other local network connections. Pumping (Influent, Effluent, Plant Water Etc.)• View current operational statistics, performance, and KPI’s• Real-Time Advisor for operational guidanceCollection System• View lift station statistics and status• Capacity and I/I statistics• Rolling 24hr flows and comparisonsInfluent Intelligence• Real-time influent flows• Daily and hourly flow forecastsActivated Sludge• Smart O2 advisor for aeration airflow optimization• DO Insights to monitor DO trends and performance• Rolling 24hr chart for system performanceSecondary Clarification• View current operational statistics, performance, and KPI’s• Interactive State Point Analysis of the current system• Clarifier performance monitor• RAS and WAS Guidance• Rolling 24hr chart for system performanceBlowers• Blower performance and healthSludge Thickening and Dewatering• View current operational statistics, performance, and KPI’s• Dewatering hardware performance and KPI’s• Centrifuge performance and healthLab Insights• Easy access to lab data for quick plotting and comparisons• Custom favorites for quick access to recurring trendsSAMI Alerts• Configurable in-app notifications of urgent and non-urgent alerts• Alert history and trends",
io.lscadamobile,L-SCADA Mobile,Mobile app for Locator SCADA system,
